seed	team	name	kind	position	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses	r2Id	r2Id2
R4	CHSO 	Khyanna Singh              	S	 3	  	  	  	 	8 	8 	  	  	  	 	  	 	 8	 8	 8	 8	564438	      
R4	CHSO 	Zoe Cauthen                	S	 4	  	  	  	 	  	  	9 	5 	  	 	  	 	 9	 5	 9	 5	513183	      
R4	CHSO 	Michelle Schmitz           	S	 5	  	  	  	 	  	  	  	  	9 	8	  	 	 9	 8	 9	 8	449669	      
R4	CHSO 	Tiffany Pyrtiz             	S	 6	  	  	  	 	  	  	  	  	  	 	6 	7	 6	 7	 6	 7	487656	      
R4	CHSO 	Tyler Kirk                 	S	 7	  	  	  	 	  	  	  	  	  	 	0 	4	 0	 4	 0	 4	422167	      
R4	CHSO 	Man/Singh                  	D	 1	 9	 5	  	 	  	  	  	  	  	 	  	 	 9	 5	 9	 5	429324	564438
R4	CHSO 	Cauthen/Pyrtiz             	D	 2	  	  	10	5	  	  	  	  	  	 	  	 	10	 5	10	 5	513183	487656
R4	CHSO 	Fullana/Schmitz            	D	 3	  	  	  	 	7 	7 	  	  	  	 	  	 	 7	 7	 7	 7	513184	449669
R4	DEN  	Anna Riedmiller            	S	 1	 6	 0	 8	1	  	  	  	  	  	 	  	 	14	 1	14	 1	445479	      
R4	DEN  	Taylor Melville            	S	 2	 4	 4	 5	0	  	  	  	  	  	 	  	 	 9	 4	 9	 4	511792	      
R4	DEN  	Britt Pursell              	S	 3	  	  	 1	0	11	3 	  	  	  	 	  	 	12	 3	12	 3	511793	      
R4	DEN  	Camille Verden-Anderson    	S	 4	  	  	  	 	2 	0 	3 	1 	2 	1	1 	0	 8	 2	 8	 2	460514	      
R4	DEN  	Hada Chang                 	S	 5	  	  	  	 	  	  	1 	0 	5 	2	1 	0	 7	 2	 7	 2	396387	      
R4	DEN  	Tatum Burger               	S	 6	  	  	  	 	  	  	4 	4 	2 	2	2 	0	 8	 6	 8	 6	486651	      
R4	DEN  	Toni Nelson                	S	 7	  	  	  	 	  	  	  	  	  	 	10	2	10	 2	10	 2	486652	      
R4	DEN  	Pursell/Verden-Anderson    	D	 1	 6	 1	 5	1	  	  	  	  	  	 	  	 	11	 2	11	 2	511793	460514
R4	DEN  	Riedmiller/Chang           	D	 2	  	  	 5	1	  	  	  	  	  	 	  	 	 5	 1	 5	 1	445479	396387
R4	DEN  	Nelson/Melville            	D	 3	  	  	 1	0	5 	0 	  	  	  	 	  	 	 6	 0	 6	 0	486652	511792
R4	DRKE 	Elizaveta Petushkova       	S	 1	10	 8	  	 	  	  	  	  	  	 	  	 	10	 8	10	 8	441314	      
R4	DRKE 	Daria Walczak              	S	 2	  	  	 6	7	2 	2 	  	  	  	 	  	 	 8	 9	 8	 9	487789	      
R4	DRKE 	Ines Stephani              	S	 3	  	  	  	 	5 	1 	7 	3 	  	 	  	 	12	 4	12	 4	565847	      
R4	DRKE 	Maria Tatarnikova          	S	 4	  	  	 1	3	4 	3 	7 	0 	  	 	  	 	12	 6	12	 6	511402	      
R4	DRKE 	Darinka Stepan             	S	 5	  	  	  	 	  	  	  	  	9 	4	1 	1	10	 5	10	 5	565848	      
R4	DRKE 	Kelsey Neville             	S	 6	  	  	  	 	  	  	0 	1 	1 	2	8 	4	 9	 7	 9	 7	487791	      
R4	DRKE 	Megan Webb                 	S	 7	  	  	  	 	  	  	  	  	0 	1	1 	1	 1	 2	 1	 2	462447	      
R4	DRKE 	Kendall Hunt               	S	 8	  	  	  	 	  	  	  	  	  	 	0 	2	 0	 2	 0	 2	511403	      
R4	DRKE 	Petushkova/Tatarnikova     	D	 1	10	 7	  	 	  	  	  	  	  	 	  	 	10	 7	10	 7	441314	511402
R4	DRKE 	Neville/Webb               	D	 2	  	  	 3	6	  	  	  	  	  	 	  	 	 3	 6	 3	 6	487791	462447
R4	DRKE 	Stepan/Stephani            	D	 3	  	  	  	 	7 	8 	  	  	  	 	  	 	 7	 8	 7	 8	565848	565847
R4	DRKE 	Walczak/Hunt               	D	 4	  	  	  	 	1 	0 	  	  	  	 	  	 	 1	 0	 1	 0	487789	511403
R4	GASO 	Nadja Meier                	S	 1	 4	 3	11	4	0 	2 	  	  	  	 	  	 	15	 9	15	 9	505780	      
R4	GASO 	Paula Boixader             	S	 2	 6	 9	 2	1	  	  	  	  	  	 	  	 	 8	10	 8	10	391249	      
R4	GASO 	Sophie Wagemaker           	S	 3	  	  	 0	3	10	3 	1 	1 	  	 	  	 	11	 7	11	 7	563646	      
R4	GASO 	Charlotte van Diemen       	S	 4	  	  	 1	2	4 	2 	3 	1 	  	 	  	 	 8	 5	 8	 5	459784	      
R4	GASO 	Mila Hartig                	S	 5	  	  	 1	0	9 	4 	3 	0 	1 	0	  	 	14	 4	14	 4	413988	      
R4	GASO 	Paula Hijos                	S	 6	  	  	  	 	1 	0 	2 	1 	8 	5	2 	0	13	 6	13	 6	505781	      
R4	GASO 	Elizabeth Goines           	S	 7	  	  	  	 	  	  	1 	0 	1 	2	11	5	13	 7	13	 7	410423	      
R4	GASO 	Sonja Keranen              	S	 8	  	  	  	 	  	  	1 	0 	1 	0	1 	0	 3	 0	 3	 0	563643	      
R4	GASO 	Sara Barriendo             	S	 9	  	  	  	 	  	  	  	  	1 	0	1 	0	 2	 0	 2	 0	563645	      
R4	GASO 	Hannah Daniel              	S	10	  	  	  	 	  	  	  	  	  	 	1 	0	 1	 0	 1	 0	400366	      
R4	GASO 	van Diemen/Wagemaker       	D	 1	 9	 8	  	 	  	  	  	  	  	 	  	 	 9	 8	 9	 8	459784	563646
R4	GASO 	Boixader/Meier             	D	 2	  	  	 6	3	  	  	  	  	  	 	  	 	 6	 3	 6	 3	391249	505780
R4	GASO 	Goines/Keranen             	D	 3	  	  	 1	4	8 	3 	  	  	  	 	  	 	 9	 7	 9	 7	410423	563643
R4	GASO 	Daniel/Hartig              	D	 4	  	  	 1	0	1 	0 	  	  	  	 	  	 	 2	 0	 2	 0	400366	413988
R4	GCU  	Natahsa Puehse             	S	 1	14	 4	  	 	  	  	  	  	  	 	  	 	14	 4	14	 4	515241	      
R4	GCU  	Emilia Occhipinti          	S	 2	  	  	12	5	  	  	  	  	  	 	  	 	12	 5	12	 5	437887	      
R4	GCU  	Jana Weiss                 	S	 3	  	  	  	 	15	4 	  	  	  	 	  	 	15	 4	15	 4	515242	      
R4	GCU  	Joely Lomas                	S	 4	  	  	  	 	0 	1 	9 	4 	1 	3	  	 	10	 8	10	 8	564213	      
R4	GCU  	Autum Prudhomme            	S	 5	  	  	  	 	  	  	1 	5 	6 	4	0 	1	 7	10	 7	10	443177	      
R4	GCU  	Taylor Andersen            	S	 6	  	  	  	 	  	  	  	  	1 	2	9 	5	10	 7	10	 7	564211	      
R4	GCU  	Aline Buhr                 	S	 7	  	  	  	 	  	  	0 	1 	  	 	0 	2	 0	 3	 0	 3	564212	      
R4	GCU  	Mathilde Lirzin            	S	 8	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R4	GCU  	Puehse/Weiss               	D	 1	 5	12	  	 	  	  	  	  	  	 	  	 	 5	12	 5	12	515241	515242
R4	GCU  	Occhipinti/Prudhomme       	D	 2	  	  	15	4	  	  	  	  	  	 	  	 	15	 4	15	 4	437887	443177
R4	GCU  	Lomas/Andersen             	D	 3	  	  	  	 	12	6 	  	  	  	 	  	 	12	 6	12	 6	564213	564211
R4	GCU  	Buhr/Lirzin                	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	564212	      
R4	LIU  	Sofiya Kuzina              	S	 1	 8	 1	  	 	  	  	  	  	  	 	  	 	 8	 1	 8	 1	510118	      
R4	LIU  	Valentina Dancenco         	S	 2	  	  	 7	0	  	  	  	  	  	 	  	 	 7	 0	 7	 0	514355	      
R4	LIU  	Victoria Erechtchenko      	S	 3	  	  	 1	0	6 	1 	  	  	  	 	  	 	 7	 1	 7	 1	510119	      
R4	LIU  	Elinor Storkaas            	S	 4	  	  	  	 	1 	0 	1 	4 	1 	0	  	 	 3	 4	 3	 4	510115	      
R4	LIU  	Bianca Compuesto           	S	 5	  	  	 1	0	  	  	1 	0 	4 	0	  	 	 6	 0	 6	 0	514357	      
R4	LIU  	Ekaterine Jorjoliani       	S	 6	  	  	  	 	1 	0 	1 	0 	  	 	5 	1	 7	 1	 7	 1	510116	      
R4	LIU  	Phoebe Watton              	S	 7	  	  	  	 	  	  	  	  	1 	0	1 	0	 2	 0	 2	 0	510117	      
R4	LIU  	Jasmine Maduel             	S	 8	  	  	  	 	  	  	  	  	0 	1	  	 	 0	 1	 0	 1	559623	      
R4	LIU  	Dancenco/Kuzina            	D	 1	 6	 3	  	 	  	  	  	  	  	 	  	 	 6	 3	 6	 3	514355	510118
R4	LIU  	Erechtchenko/Maduel        	D	 2	 7	 2	  	 	  	  	  	  	  	 	  	 	 7	 2	 7	 2	510119	559623
R4	LIU  	Storkaas/Compuesto         	D	 3	 5	 3	  	 	  	  	  	  	  	 	  	 	 5	 3	 5	 3	510115	514357
R4	LIU  	Jorjoliani/Watton          	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	510116	510117
R4	NAU  	Gina Dittmann              	S	 1	14	 1	 1	0	  	  	  	  	  	 	  	 	15	 1	15	 1	565346	      
R4	NAU  	Emily Bland                	S	 2	  	  	 1	1	13	1 	0 	1 	  	 	  	 	14	 3	14	 3	510759	      
R4	NAU  	Eleanor Millard            	S	 3	 1	 0	 7	5	3 	0 	  	  	  	 	  	 	11	 5	11	 5	433181	      
R4	NAU  	Ava Neyestani              	S	 4	  	  	  	 	0 	1 	9 	5 	2 	0	  	 	11	 6	11	 6	565347	      
R4	NAU  	Elinor Beazley             	S	 5	  	  	  	 	  	  	1 	0 	5 	5	2 	0	 8	 5	 8	 5	510760	      
R4	NAU  	Madison Moore              	S	 6	  	  	  	 	  	  	  	  	  	 	6 	8	 6	 8	 6	 8	434461	      
R4	NAU  	Millard/Bland              	D	 1	 9	 8	  	 	  	  	  	  	  	 	  	 	 9	 8	 9	 8	433181	510759
R4	NAU  	Dittmann/Beazley           	D	 2	  	  	 8	7	2 	0 	  	  	  	 	  	 	10	 7	10	 7	565346	510760
R4	NAU  	Moore/Neyestani            	D	 3	  	  	 1	1	6 	9 	  	  	  	 	  	 	 7	10	 7	10	434461	565347
R4	PEAY 	Fabienne Schmidt           	S	 1	10	 5	  	 	  	  	  	  	  	 	  	 	10	 5	10	 5	449601	      
R4	PEAY 	Danielle Morris            	S	 2	  	  	 9	5	  	  	  	  	  	 	  	 	 9	 5	 9	 5	486162	      
R4	PEAY 	Jana Leder                 	S	 3	  	  	  	 	12	2 	  	  	  	 	  	 	12	 2	12	 2	520580	      
R4	PEAY 	Aleks Topalovic            	S	 4	  	  	  	 	  	  	4 	3 	5 	2	  	 	 9	 5	 9	 5	509681	      
R4	PEAY 	Martina Paladini Jennings  	S	 5	  	  	  	 	  	  	3 	3 	4 	4	  	 	 7	 7	 7	 7	509680	      
R4	PEAY 	Honoka Nakanishi           	S	 6	  	  	  	 	  	  	  	  	  	 	7 	3	 7	 3	 7	 3	497416	      
R4	PEAY 	Ana Albertson              	S	 7	  	  	  	 	  	  	  	  	  	 	1 	2	 1	 2	 1	 2	384878	      
R4	PEAY 	Schmidt/Morris             	D	 1	12	 2	  	 	  	  	  	  	  	 	  	 	12	 2	12	 2	449601	486162
R4	PEAY 	Leder/Topalovic            	D	 2	  	  	 7	3	  	  	  	  	  	 	  	 	 7	 3	 7	 3	520580	509681
R4	PEAY 	Nakanishi/Albertson        	D	 3	  	  	  	 	5 	6 	  	  	  	 	  	 	 5	 6	 5	 6	497416	384878
R4	SCST 	Rachida Berjane            	S	 1	 6	 2	  	 	  	  	  	  	  	 	  	 	 6	 2	 6	 2	572198	      
R4	SCST 	Hind Semlali               	S	 2	  	  	 6	3	  	  	  	  	  	 	  	 	 6	 3	 6	 3	572197	      
R4	SCST 	Andjela Mihajlovic         	S	 3	  	  	  	 	2 	6 	  	  	  	 	  	 	 2	 6	 2	 6	433075	      
R4	SCST 	Lasya Patnaik              	S	 4	  	  	  	 	  	  	6 	3 	  	 	  	 	 6	 3	 6	 3	501649	      
R4	SCST 	Ikram Rassif               	S	 5	  	  	  	 	  	  	  	  	4 	3	  	 	 4	 3	 4	 3	501650	      
R4	SCST 	Anabel Aguilar             	S	 6	  	  	  	 	  	  	  	  	  	 	3 	1	 3	 1	 3	 1	572199	      
R4	SCST 	Anais Peralta              	S	 7	  	  	  	 	  	  	  	  	  	 	0 	2	 0	 2	 0	 2	572200	      
R4	SCST 	Lajla Cemalovic            	S	 8	  	  	  	 	  	  	  	  	0 	1	  	 	 0	 1	 0	 1	524902	      
R4	SCST 	Semlali/Patnaik            	D	 1	 4	 0	  	 	  	  	  	  	  	 	  	 	 4	 0	 4	 0	572197	501649
R4	SCST 	Berjane/Cemalovic          	D	 2	  	  	 1	1	  	  	  	  	  	 	  	 	 1	 1	 1	 1	572198	524902
R4	SCST 	Mihajlovic/Aguilar         	D	 3	  	  	  	 	6 	3 	  	  	  	 	  	 	 6	 3	 6	 3	433075	572199
R4	SCST 	Rassif/Peralta             	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	501650	572200
R4	SIEN 	Meagan Brown               	S	 1	 7	 3	  	 	  	  	  	  	  	 	  	 	 7	 3	 7	 3	494009	      
R4	SIEN 	Kylie Mullaney             	S	 2	  	  	 3	5	  	  	  	  	  	 	  	 	 3	 5	 3	 5	435352	      
R4	SIEN 	Petra Miszczak             	S	 3	  	  	 1	0	3 	4 	  	  	  	 	  	 	 4	 4	 4	 4	522290	      
R4	SIEN 	Maanya Viswanath           	S	 4	  	  	  	 	1 	0 	4 	2 	  	 	  	 	 5	 2	 5	 2	513506	      
R4	SIEN 	Emma Boggiali              	S	 5	  	  	  	 	1 	0 	0 	1 	5 	2	  	 	 6	 3	 6	 3	569351	      
R4	SIEN 	Anastasia Koniaev          	S	 6	  	  	  	 	  	  	  	  	1 	0	5 	2	 6	 2	 6	 2	513507	      
R4	SIEN 	Nanea Perkins              	S	 7	  	  	  	 	  	  	0 	1 	  	 	  	 	 0	 1	 0	 1	440923	      
R4	SIEN 	Shelby Madeiros            	S	 8	  	  	  	 	  	  	1 	0 	  	 	2 	0	 3	 0	 3	 0	569353	      
R4	SIEN 	Brown/Mullaney             	D	 1	 7	 3	  	 	  	  	  	  	  	 	  	 	 7	 3	 7	 3	494009	435352
R4	SIEN 	Miszczak/Boggiali          	D	 2	  	  	 3	0	  	  	  	  	  	 	  	 	 3	 0	 3	 0	522290	569351
R4	SIEN 	Viswanath/Koniaev          	D	 3	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	513506	513507
R4	SIEN 	Perkins/Madeiros           	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	440923	569353
R4	SJSU 	Alba Pedrero Galindo       	S	 1	11	 4	  	 	  	  	  	  	  	 	  	 	11	 4	11	 4	489387	      
R4	SJSU 	Rozalina Youseva           	S	 2	  	  	 6	6	  	  	  	  	  	 	  	 	 6	 6	 6	 6	515342	      
R4	SJSU 	Irena Muradyan             	S	 3	  	  	  	 	13	1 	  	  	1 	0	  	 	14	 1	14	 1	567102	      
R4	SJSU 	Lara Marco Mas             	S	 4	  	  	  	 	  	  	4 	5 	1 	0	1 	0	 6	 5	 6	 5	515341	      
R4	SJSU 	Raquel Villan Pereira      	S	 5	  	  	  	 	  	  	  	  	9 	2	  	 	 9	 2	 9	 2	567104	      
R4	SJSU 	Jovana Babic               	S	 6	  	  	  	 	  	  	  	  	  	 	7 	3	 7	 3	 7	 3	567103	      
R4	SJSU 	Tamara Culibrk             	S	 7	  	  	  	 	0 	1 	  	  	0 	1	  	 	 0	 2	 0	 2	399784	      
R4	SJSU 	Galindo/Mas                	D	 1	 0	 3	 3	3	  	  	  	  	  	 	  	 	 3	 6	 3	 6	489387	515341
R4	SJSU 	Culibrk/Muradyan           	D	 2	  	  	 1	1	2 	1 	  	  	  	 	  	 	 3	 2	 3	 3	399784	567102
R4	SJSU 	Youseva/Pereira            	D	 3	  	  	  	 	2 	3 	  	  	  	 	  	 	 2	 3	 2	 3	515342	567104
R4	TAMCC	Mariya Shumeika            	S	 1	 7	 3	12	0	  	  	  	  	  	 	  	 	19	 3	19	 3	490974	      
R4	TAMCC	Camille Townsend           	S	 2	 8	 2	 6	3	0 	1 	  	  	  	 	  	 	14	 6	14	 6	490973	      
R4	TAMCC	Emma Honore                	S	 3	  	  	 0	2	16	4 	  	  	  	 	  	 	16	 6	15	 6	512358	      
R4	TAMCC	Emma Aucagne               	S	 4	  	  	  	 	2 	0 	20	1 	  	 	  	 	22	 1	22	 1	562421	      
R4	TAMCC	Leopoldine Boisseau        	S	 5	  	  	  	 	2 	0 	1 	0 	14	3	  	 	17	 3	17	 3	562422	      
R4	TAMCC	Victoire Delattre          	S	 6	  	  	  	 	  	  	3 	0 	  	 	14	2	17	 2	17	 2	512357	      
R4	TAMCC	Kateryna Rublevska         	S	 7	  	  	  	 	  	  	  	  	2 	0	2 	0	 4	 0	 4	 0	562423	      
R4	TAMCC	Jordan Ortega Mendez       	S	 8	  	  	  	 	  	  	  	  	1 	0	3 	0	 4	 0	 4	 0	512356	      
R4	TAMCC	Shumeika/Townsend          	D	 1	19	 5	  	 	  	  	  	  	  	 	  	 	19	 5	19	 5	490974	490973
R4	TAMCC	E.Honore/E.Aucagne         	D	 2	  	  	16	4	  	  	  	  	  	 	  	 	16	 4	16	 4	512358	562421
R4	TAMCC	L.Boisseau/Delattre        	D	 3	  	  	  	 	15	4 	  	  	  	 	  	 	15	 4	15	 4	562422	512357
R4	TAMCC	Rublevska/Mendez           	D	 4	  	  	  	 	1 	0 	  	  	  	 	  	 	 1	 0	 1	 0	562423	512356
R4	UIC  	Tamara Malazonia           	S	 1	 9	12	 1	0	  	  	  	  	  	 	  	 	10	12	10	12	565635	      
R4	UIC  	Agnes Gustafsson           	S	 2	 0	 2	14	2	1 	0 	  	  	  	 	  	 	15	 4	15	 4	565637	      
R4	UIC  	Lucie Prochazkova          	S	 3	  	  	 2	1	13	1 	  	  	  	 	  	 	15	 2	15	 2	491968	      
R4	UIC  	Ana Jover                  	S	 4	  	  	  	 	5 	1 	13	2 	  	 	  	 	18	 3	18	 3	565633	      
R4	UIC  	Georgia Gulin              	S	 5	  	  	  	 	  	  	2 	1 	12	1	3 	1	17	 3	17	 3	491970	      
R4	UIC  	Nell Arendt                	S	 6	  	  	  	 	1 	0 	1 	0 	3 	0	9 	2	14	 2	14	 2	491966	      
R4	UIC  	Marina Hermanny            	S	 7	  	  	  	 	  	  	1 	0 	1 	0	2 	0	 4	 0	 4	 0	516203	      
R4	UIC  	Tuva Wallin                	S	 8	  	  	  	 	1 	0 	2 	1 	2 	4	1 	0	 6	 5	 6	 5	565636	      
R4	UIC  	Malazonia/Gustafsson       	D	 1	 6	 3	  	 	  	  	  	  	  	 	  	 	 6	 3	 6	 3	565635	565637
R4	UIC  	Prochazkova/Jover          	D	 2	 1	 1	 9	0	  	  	  	  	  	 	  	 	10	 1	10	 1	491968	565633
R4	UIC  	Arendt/Hermanny            	D	 3	 2	 2	  	 	  	  	  	  	  	 	  	 	 2	 2	 2	 2	491966	516203
R4	UIC  	Gulin/Wallin               	D	 4	 0	 1	  	 	  	  	  	  	  	 	  	 	 0	 1	 0	 1	491970	565636
R4	VCU  	Paola Exposito Diaz-Delgado	S	 1	16	 3	  	 	  	  	  	  	  	 	  	 	16	 3	16	 3	401582	      
R4	VCU  	Luminita Tutunaru          	S	 2	  	  	 7	8	0 	3 	  	  	  	 	  	 	 7	11	 7	11	511009	      
R4	VCU  	Alessia Ciuca              	S	 3	  	  	 0	4	10	7 	  	  	  	 	  	 	10	11	10	11	564693	      
R4	VCU  	Gabriela Davidescu         	S	 4	  	  	  	 	1 	0 	9 	8 	  	 	  	 	10	 8	10	 8	511010	      
R4	VCU  	Noumea Witmus              	S	 5	  	  	  	 	  	  	4 	1 	9 	3	0 	2	13	 6	13	 6	464381	      
R4	VCU  	Shivani Manjanna           	S	 6	  	  	  	 	  	  	  	  	3 	1	8 	6	11	 7	11	 7	524777	      
R4	VCU  	Lara van der Merwe         	S	 7	  	  	  	 	  	  	  	  	  	 	2 	1	 2	 1	 2	 1	564694	      
R4	VCU  	Tutunaru/Davidescu         	D	 1	 7	 5	  	 	  	  	  	  	  	 	  	 	 7	 5	 7	 5	511009	511010
R4	VCU  	Diaz-Delgado/Witmus        	D	 2	  	  	13	8	  	  	  	  	  	 	  	 	13	 8	13	 8	401582	464381
R4	VCU  	Ciuca/Manjanna             	D	 3	  	  	  	 	12	3 	  	  	  	 	  	 	12	 3	12	 3	564693	524777
