line	seed	team	kind	position	player	partner	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses
55		DRKE 	S	6	Kelsey Neville           	                         							0	1	1	2	8	4	9	7	9	7
55		DRKE 	S	7	Megan Webb               	                         									0	1	1	1	1	2	1	2
55		DRKE 	S	8	Kendall Hunt             	                         											0	2	0	2	0	2
55		DRKE 	D	1	Elizaveta Petushkova     	Maria Tatarnikova        	10	7											10	7	10	7
55		DRKE 	D	2	Kelsey Neville           	Megan Webb               			3	6									3	6	3	6
55		DRKE 	D	3	Darinka Stepan           	Ines Stephani            					7	8							7	8	7	8
55		DRKE 	D	4	Daria Walczak            	Kendall Hunt             					1	0							1	0	1	0
13		DUKE 	S	1	kelly chen               	                         	5	9	3	1									8	10	10	11
13		DUKE 	S	2	georgia drummy           	                         	6	0	7	3	2	0							15	3	17	4
13		DUKE 	S	3	chloe beck               	                         			3	1	11	1	0	1	1	0			15	3	17	4
13		DUKE 	S	4	meible chi               	                         			3	0	1	1	12	1	2	0			18	2	21	3
13		DUKE 	S	5	margaryta bilokin        	                         					1	2	4	0	6	6			11	8	14	9
13		DUKE 	S	6	karolina berankova       	                         							1	1	1	1	7	7	9	9	10	11
13		DUKE 	S	7	ema lazic                	                         											1	0	1	0	2	3
13		DUKE 	S	8	hannah zhao              	                         									0	1	2	2	2	3	2	7
13		DUKE 	D	1	meible chi               	margaryta bilokin        	8	4	1	0									9	4	11	4
13		DUKE 	D	2	chloe beck               	karolina berankova       	1	0	11	2									12	2	15	3
13		DUKE 	D	3	kelly chen               	georgia drummy           			1	0	12	2							13	2	14	4
13		DUKE 	D	4	hannah zhao              	ema lazic                					1	0							1	0	3	0
11		FIU  	S	1	Kamila Umarova           	                         	10	2											10	2	10	2
11		FIU  	S	2	Marina Alcaide           	                         			3	0	8	0							11	0	11	0
11		FIU  	S	3	Andjela Skrobonja        	                         							9	2	1	0			10	2	10	2
11		FIU  	S	4	Basak Akbas              	                         	1	0	4	3	0	2							5	5	5	5
11		FIU  	S	5	Andreea Velcea           	                         							2	0	6	2	1	0	9	2	9	2
11		FIU  	S	6	Kristina Miletic         	                         					1	0			1	1	1	5	3	6	3	6
11		FIU  	S	7	Francisca Vergara        	                         											1	2	1	2	1	2
11		FIU  	D	1	Kamila Umarova           	Andjela Skrobonja        	5	0											5	0	5	0
11		FIU  	D	2	Marina Alcaide           	Andreea Velcea           			2	2									2	2	2	2
11		FIU  	D	3	Basak Akbas              	Kristina Miletic         					5	1							5	1	5	1
35		FUR  	S	1	Katarina Kozarov         	                         	22	1											22	1	22	1
35		FUR  	S	2	Julia Adams              	                         	4	0	15	6									19	6	19	6
35		FUR  	S	3	Madison Dillon           	                         			2	2	10	10							12	12	12	12
35		FUR  	S	4	MaryAnn Rompf            	                         			1	0	2	2	15	6					18	8	18	8
35		FUR  	S	5	Maggie Pate              	                         							5	0	9	6	1	1	15	7	15	7
35		FUR  	S	6	Ellie Schoppe            	                         									5	2	15	1	20	3	20	3
35		FUR  	S	7	Ilayda Baykan            	                         											4	1	4	1	4	1
35		FUR  	S	8	Eva Borders              	                         													0	0	0	0
35		FUR  	S	9	Carol Elizabeth Kerman   	                         													0	0	0	0
35		FUR  	D	1	Katarina Kozarov         	Julia Adams              	19	3											19	3	19	3
35		FUR  	D	2	Madison Dillon           	MaryAnn Rompf            	19	2											19	2	19	2
35		FUR  	D	3	Maggie Pate              	Ellie Schoppe            	11	5											11	5	11	5
35		FUR  	D	4	Ilayda Baykan            	Eva Borders              													0	0	0	0
26		GASO 	S	1	Nadja Meier              	                         	4	3	11	4	0	2							15	9	15	9
26		GASO 	S	2	Paula Boixader           	                         	6	9	2	1									8	10	8	10
26		GASO 	S	3	Sophie Wagemaker         	                         			0	3	10	3	1	1					11	7	11	7
26		GASO 	S	4	Charlotte van Diemen     	                         			1	2	4	2	3	1					8	5	8	5
26		GASO 	S	5	Mila Hartig              	                         			1	0	9	4	3	0	1	0			14	4	14	4
26		GASO 	S	6	Paula Hijos              	                         					1	0	2	1	8	5	2	0	13	6	13	6
26		GASO 	S	7	Elizabeth Goines         	                         							1	0	1	2	11	5	13	7	13	7
26		GASO 	S	8	Sonja Keranen            	                         							1	0	1	0	1	0	3	0	3	0
26		GASO 	S	9	Sara Barriendo           	                         									1	0	1	0	2	0	2	0
26		GASO 	S	10	Hannah Daniel            	                         											1	0	1	0	1	0
26		GASO 	D	1	Charlotte van Diemen     	Sophie Wagemaker         	9	8											9	8	9	8
26		GASO 	D	2	Paula Boixader           	Nadja Meier              			6	3									6	3	6	3
26		GASO 	D	3	Elizabeth Goines         	Sonja Keranen            			1	4	8	3							9	7	9	7
26		GASO 	D	4	Hannah Daniel            	Mila Hartig              			1	0	1	0							2	0	2	0
31		GCU  	S	1	Natahsa Puehse           	                         	14	4											14	4	14	4
31		GCU  	S	2	Emilia Occhipinti        	                         			12	5									12	5	12	5
31		GCU  	S	3	Jana Weiss               	                         					15	4							15	4	15	4
31		GCU  	S	4	Joely Lomas              	                         					0	1	9	4	1	3			10	8	10	8
31		GCU  	S	5	Autum Prudhomme          	                         							1	5	6	4	0	1	7	10	7	10
31		GCU  	S	6	Taylor Andersen          	                         									1	2	9	5	10	7	10	7
31		GCU  	S	7	Aline Buhr               	                         							0	1			0	2	0	3	0	3
31		GCU  	S	8	Mathilde Lirzin          	                         													0	0	0	0
31		GCU  	D	1	Natasha Puehse           	Jana Weiss               	5	12											5	12	5	12
31		GCU  	D	2	Emilia Occhipinti        	Autum Prudhomme          			15	4									15	4	15	4
31		GCU  	D	3	Joely Lomas              	Taylor Andersen          					12	6							12	6	12	6
31		GCU  	D	4	Aline Buhr               	Mathilde Lirzin          													0	0	0	0
46		ISU  	S	1	Thasaporn Naklo          	                         	10	7											10	7	10	7
46		ISU  	S	2	Maty Cancini             	                         			6	9									6	9	6	9
46		ISU  	S	3	Miska Kadleckova         	                         					6	1	8	2					14	3	14	3
46		ISU  	S	4	Christin Hsieh           	                         			1	3	5	5	1	3					7	11	7	11
46		ISU  	S	5	Chie Kezuka              	                         							3	2	7	4			10	6	10	6
46		ISU  	S	6	Sofia Cabezas            	                         									4	1	9	3	13	4	13	4
46		ISU  	S	7	Ting-Pei Chang           	                         											1	3	1	3	1	3
46		ISU  	S	8	Ellie Murphy             	                         											0	1	0	1	0	1
46		ISU  	D	1	Thasaporn Naklo          	Christin Hsieh           	1	1											1	1	1	1
46		ISU  	D	2	Miska Kadleckova         	Sofia Cabezas            			1	0									1	0	1	0
46		ISU  	D	3	Maty Cancini             	Ting-Pei Chang           					6	3							6	3	6	3
46		ISU  	D	4	Chie Kezuka              	Ellie Murphy             													0	0	0	0
38		JMU  	S	1	Daria Afanasyeva         	                         	10	5											10	5	10	5
38		JMU  	S	2	Jona Roka                	                         			10	4									10	4	10	4
38		JMU  	S	3	Natalia Nikolopoulou     	                         					7	5	1	0					8	5	8	5
38		JMU  	S	4	Kylie Moulin             	                         					0	1	12	1	1	0			13	2	13	2
38		JMU  	S	5	Alexis Franco            	                         					2	0	2	1	10	1			14	2	14	2
38		JMU  	S	6	Daniela Voloh            	                         									3	0	9	1	12	1	12	1
38		JMU  	S	7	Amanda Nord              	                         											4	1	4	1	4	1
38		JMU  	S	8	Michelle Los Arcos       	                         											1	0	1	0	1	0
38		JMU  	S	9	Shannon McCarthy         	                         													0	0	0	0
38		JMU  	S	10	Paige Duncan             	                         													0	0	0	0
38		JMU  	D	1	Daria Afanasyeva         	Alexis Franco            	7	3											7	3	7	3
38		JMU  	D	2	Jona Roka                	Kylie Moulin             			12	2									12	2	12	2
38		JMU  	D	3	Natalia Nikolopoulou     	Amanda Nord              					3	1							3	1	3	1
38		JMU  	D	4	Daniela Voloh            	Michelle Los Arcos       													0	0	0	0
39		LIU  	S	1	Sofiya Kuzina            	                         	8	1											8	1	8	1
39		LIU  	S	2	Valentina Dancenco       	                         			7	0									7	0	7	0
39		LIU  	S	3	Victoria Erechtchenko    	                         			1	0	6	1							7	1	7	1
39		LIU  	S	4	Elinor Storkaas          	                         					1	0	1	4	1	0			3	4	3	4
39		LIU  	S	5	Bianca Compuesto         	                         			1	0			1	0	4	0			6	0	6	0
39		LIU  	S	6	Ekaterine Jorjoliani     	                         					1	0	1	0			5	1	7	1	7	1
39		LIU  	S	7	Phoebe Watton            	                         									1	0	1	0	2	0	2	0
39		LIU  	S	8	Jasmine Maduel           	                         									0	1			0	1	0	1
39		LIU  	D	1	Valentina Dancenco       	Sofiya Kuzina            	6	3											6	3	6	3
39		LIU  	D	2	Victoria Erechtchenko    	Jasmine Maduel           	7	2											7	2	7	2
39		LIU  	D	3	Elinor Storkaas          	Bianca Compuesto         	5	3											5	3	5	3
39		LIU  	D	4	Ekaterine Jorjoliani     	Phoebe Watton            													0	0	0	0
12		MIA  	S	1	Estela Perez-Somarriba   	                         	19	2											19	2	19	2
12		MIA  	S	2	Isabella Pfennig         	                         			12	4	1	0			2	0	1	0	16	4	16	4
12		MIA  	S	3	Daevenia Achong          	                         			0	4	7	6	0	1					7	11	7	11
12		MIA  	S	4	Florencia Urrutia        	                         					0	3	11	4	1	1			12	8	12	8
12		MIA  	S	5	Diana Khodan             	                         									5	5	7	2	12	7	12	7
12		MIA  	S	6	Maya Tahan               	                         					1	3	1	2	5	2	6	1	13	8	13	8
12		MIA  	S	7	Nada Dimovska            	                         											0	2	0	2	0	2
12		MIA  	D	1	Estela Perez-Somarriba   	Isabella Pfennig         	7	6	2	0									9	6	9	6
12		MIA  	D	2	Diana Khodan             	Maya Tahan               			10	7									10	7	10	7
12		MIA  	D	3	Daevenia Achong          	Florencia Urrutia        					8	5							8	5	8	5
12		MIA  	D	4	Nada Dimovska            	n/a                      													0	0	0	0
21		MICH 	S	1	Kari Miller              	                         	11	3	1	1									12	4	15	4
21		MICH 	S	2	Chiara Lommer            	                         	1	1	10	3	1	0							12	4	14	5
21		MICH 	S	3	Andrea Cerdan            	                         			0	1	7	4	4	1					11	6	13	7
21		MICH 	S	4	Jaedan Brown             	                         					1	1	7	0	7	1			15	2	17	3
21		MICH 	S	5	Alyvia Jones             	                         					2	1	2	1	3	0			7	2	7	5
21		MICH 	S	6	Bella Lorenzini          	                         											2	0	2	0	4	0
21		MICH 	S	7	Nicole Hammond           	                         											3	3	3	3	5	3
21		MICH 	S	8	Merri Kelly              	                         											3	2	3	2	6	2
21		MICH 	S	9	Anca Craciun             	                         													0	0	0	2
21		MICH 	D	1	Alvyia Jones             	Jaedan Brown             	2	0											2	0	2	0
21		MICH 	D	2	Kari Miller              	Chiara Lommer            			2	0									2	0	2	0
21		MICH 	D	3	Bella Lorenzini          	Andrea Cerdan            													0	0	0	0
21		MICH 	D	4	Merri Kelly              	Anca Craciun             													0	0	0	0
28		MISS 	S	1	Sabina Machalova         	                         	5	8	3	0									8	8	15	8
28		MISS 	S	2	Tiphanie Fiquet          	                         	1	1	8	4									9	5	14	8
28		MISS 	S	3	Tereza Janatova          	                         			1	0	9	3							10	3	11	3
28		MISS 	S	4	Anna Vrbenska            	                         							9	4					9	4	8	4
28		MISS 	S	5	Reka Zadori              	                         									4	1	5	2	9	3	12	9
28		MISS 	S	6	Lillian Gabrielsen       	                         							1	0	2	2	2	1	5	3	8	8
28		MISS 	S	7	Alexa Bortles            	                         					1	0			0	4			1	4	3	10
28		MISS 	S	8	Kelsey Mize              	                         					1	0			1	0	0	3	2	3	3	9
28		MISS 	S	9	Elysia Pool              	                         											0	1	0	1	3	3
28		MISS 	D	1	Anna Vrbenska            	Alexa Bortles            	2	3											2	3	2	3
28		MISS 	D	2	Sabina Machalova         	Tiphanie Fiquet          			2	1									2	1	1	1
28		MISS 	D	3	Tereza Janatova          	Kelsey Mize              					0	2							0	2	0	2
28		MISS 	D	4	Reka Zadori              	Lillian Gabrielsen       													0	0	1	1
62		MSST 	S	1	Emma Antonaki            	                         	5	2	8	2	1	0							14	4	16	4
62		MSST 	S	2	Magda Adaloglou          	                         			5	2	6	2							11	4	12	5
62		MSST 	S	3	Tamara Racine            	                         	6	7	0	1	1	1							7	9	9	13
62		MSST 	S	4	Alex Mikhailuk           	                         					2	2	6	7	2	2			10	11	16	15
62		MSST 	S	5	Lilian Poling            	                         					0	1	1	5	4	3			5	9	12	11
62		MSST 	S	6	Chloe Cirotte            	                         							1	1	3	2	6	2	10	5	11	6
62		MSST 	S	7	Marta Falceto            	                         									2	0	3	5	5	5	11	7
62		MSST 	S	8	Valeria Nikolaev         	                         													0	0	2	1
62		MSST 	D	1	Magda Adaloglou          	Tamara Racine            	5	5											5	5	5	5
62		MSST 	D	2	Emma Antonaki            	Marta Falceto            			2	4	1	1							3	5	3	5
62		MSST 	D	3	Alex Mikhailuk           	Lilian Poling            			0	2									0	2	3	4
62		MSST 	D	4	Chloe Cirotte            	Valeria Nikolaev         													0	0	0	0
18		NAU  	S	1	Gina Dittmann            	                         	14	1	1	0									15	1	15	1
18		NAU  	S	2	Emily Bland              	                         			1	1	13	1	0	1					14	3	14	3
18		NAU  	S	3	Eleanor Millard          	                         	1	0	7	5	3	0							11	5	11	5
18		NAU  	S	4	Ava Neyestani            	                         					0	1	9	5	2	0			11	6	11	6
18		NAU  	S	5	Elinor Beazley           	                         							1	0	5	5	2	0	8	5	8	5
18		NAU  	S	6	Madison Moore            	                         											6	8	6	8	6	8
18		NAU  	D	1	Eleanor Millard          	Emily Bland              	9	8											9	8	9	8
18		NAU  	D	2	Gina Dittmann            	Elinor Beazley           			8	7	2	0							10	7	10	7
18		NAU  	D	3	Madison Moore            	Ava Neyestani            			1	1	6	9							7	10	7	10
53		NW   	S	1	Maria Shusharina         	                         	5	12	2	0									7	12	9	13
53		NW   	S	2	Clarissa Hand            	                         			0	2	14	4							14	6	14	9
53		NW   	S	3	Julie Byrne              	                         	1	1	4	7	4	0							9	8	11	9
53		NW   	S	4	Briana Crowley           	                         					0	1	16	3	0	1			16	5	17	7
53		NW   	S	5	Caroline Pozo            	                         							1	1	11	6			12	7	12	8
53		NW   	S	6	Christina Hand           	                         											13	1	13	1	13	4
53		NW   	S	7	Hannah McColgan          	                         									0	1	6	2	6	3	8	4
53		NW   	S	8	Vanessa Streng           	                         													0	0	0	0
53		NW   	D	1	Julie Byrne              	Briana Crowley           	7	2											7	2	7	2
53		NW   	D	2	Christina Hand           	Clarissa Hand            			4	3									4	3	4	3
53		NW   	D	3	Hannah McColgan          	Caroline Pozo            					5	2							5	2	5	2
53		NW   	D	4	Vanesa Streng            	Maria Shusharina         													0	0	0	0
4		ODU  	S	1	Holly Hutchinson         	                         	7	8											7	8	8	9
4		ODU  	S	2	Yulia Starodubtseva      	                         			11	1									11	1	11	1
4		ODU  	S	3	Tatsiana Sasnouskaya     	                         			1	0	9	2	2	0	1	0			13	2	13	2
4		ODU  	S	4	Alesya Yakubovich        	                         					1	0	4	5	1	2			6	7	6	7
4		ODU  	S	5	Brooke Pilkington        	                         							2	0	2	3	2	2	6	5	6	5
4		ODU  	S	6	Alexandra Viktorovich    	                         							0	1	1	1	6	2	7	4	7	4
4		ODU  	S	7	Shahar Biran             	                         					0	3			1	1	3	0	4	4	4	4
4		ODU  	D	1	Yulia Starodubtseva      	Alesya Yakubovich        	5	5											5	5	5	5
4		ODU  	D	2	Holly Hutchinson         	Tatsiana Sasnouskaya     			11	0	1	1							12	1	12	1
4		ODU  	D	3	Brooke Pilkington        	Alexandra Viktorovich    					7	2							7	2	7	2
44		OKLA 	S	1	Carmen Corley            	                         	12	6											12	6	19	13
44		OKLA 	S	2	Dana Guzman              	                         			13	1	1	0	4	1					18	2	18	2
44		OKLA 	S	3	Ivana Corley             	                         			1	0	11	5	1	1					13	6	20	12
44		OKLA 	S	4	Martina Capurro          	                         			2	3	0	2	9	3					11	8	11	8
44		OKLA 	S	5	Kianah Motosono          	                         									3	3	7	4	10	7	16	14
44		OKLA 	S	6	Camila Romero            	                         											1	1	1	1	1	1
44		OKLA 	S	7	Marcelina Podlinska      	                         							2	0	8	4	3	1	13	5	13	5
44		OKLA 	D	1	Carmen Corley            	Ivana Corley             	16	2											16	2	26	3
44		OKLA 	D	2	Martina Capurro          	Camila Romero            			7	3									7	3	7	3
44		OKLA 	D	3	Dana Guzman              	Kianah Motosono          					10	2							10	2	10	2
51		OKST 	S	1	Bunyawi Thamchaiwat      	                         	9	2	3	0									12	2	20	4
51		OKST 	S	2	Ayumi Miyamoto           	                         			3	2	7	3	1	0					11	5	21	9
51		OKST 	S	3	Alana Wolfberg           	                         	3	1	1	5	3	2							7	8	17	10
51		OKST 	S	4	Dariya Detkovskaya       	                         			1	0	3	0	5	6					9	6	17	8
51		OKST 	S	5	Lenka Stara              	                         							3	1	7	6	0	1	10	8	17	14
51		OKST 	S	6	Daniella Medvedeva       	                         									1	2	3	7	4	9	10	12
51		OKST 	S	7	Lora Boggs               	                         							0	2			1	3	1	5	1	7
51		OKST 	D	1	Alana Wolfberg           	Lenka Stara              	3	2	4	4									7	6	7	6
51		OKST 	D	2	Ayumi Miyamoto           	Dariya Detkovskaya       			2	0									2	0	2	0
51		OKST 	D	3	Bunyawi Thamchaiwat      	Daniella Medvedeva       					3	1							3	1	3	1
34		PEAY 	S	1	Fabienne Schmidt         	                         	10	5											10	5	10	5
34		PEAY 	S	2	Danielle Morris          	                         			9	5									9	5	9	5
34		PEAY 	S	3	Jana Leder               	                         					12	2							12	2	12	2
34		PEAY 	S	4	Aleks Topalovic          	                         							4	3	5	2			9	5	9	5
34		PEAY 	S	5	Martina Paladini-Jennings	                         							3	3	4	4			7	7	7	7
34		PEAY 	S	6	Honoka Nakanishi         	                         											7	3	7	3	7	3
34		PEAY 	S	7	Ana Albertson            	                         											1	2	1	2	1	2
34		PEAY 	D	1	Fabienne Schmidt         	Danielle Morris          	12	2											12	2	12	2
34		PEAY 	D	2	Jana Leder               	Aleks Topalovic          			7	3									7	3	7	3
34		PEAY 	D	3	Honoka Nakanishi         	Ana Albertson            					5	6							5	6	5	6
22		RICE 	S	1	Michaela Haet            	                         	4	3	4	2									8	5	9	11
22		RICE 	S	2	Victoria Smirnova        	                         	3	4	1	0									4	4	5	4
22		RICE 	S	3	Federica Trevisan        	                         			1	0	12	1	1	1					14	2	17	6
22		RICE 	S	4	Linda Huang              	                         			1	2	1	0			1	0	1	0	4	2	7	5
22		RICE 	S	5	Anastasia Smirnova       	                         							1	1	3	2			4	3	4	3
22		RICE 	S	6	Anna Bowtell             	                         			1	1	2	1	6	2	2	1			11	5	14	8
22		RICE 	S	7	Maria Budin              	                         							0	1	6	3	5	1	11	5	15	11
22		RICE 	S	8	Diae El Jardi            	                         									0	1	8	2	8	3	10	10
22		RICE 	D	1	Maria Budin              	Diae El Jardi            	13	5											13	5	17	9
22		RICE 	D	2	Federica Trevisan        	Michaela Haet            			6	5	2	0							8	5	9	6
22		RICE 	D	3	Anna Bowtell             	Victoria Smirnova        			1	1	8	5							9	6	11	9
22		RICE 	D	4	Anastasia Smirnova       	Linda Huang              					3	2							3	2	3	2
45		SCAR 	S	1	Mia Horvit               	                         	9	7											9	7	11	9
45		SCAR 	S	2	Megan Davies             	                         			10	5									10	5	12	8
45		SCAR 	S	3	Emma Shelton             	                         			1	1	7	7	2	0					10	8	13	11
45		SCAR 	S	4	Silvia Chinellato        	                         					2	3	7	6	1	0			10	9	12	12
45		SCAR 	S	5	Allie Gretkowski         	                         							2	3	5	9			7	12	7	12
45		SCAR 	S	6	Ana Cruz                 	                         									1	2	4	4	5	6	5	6
45		SCAR 	S	7	Gabriela Martinez        	                         											1	1	1	1	1	6
45		SCAR 	S	8	Elise Mills              	                         							0	1	0	1	1	3	1	5	3	9
45		SCAR 	S	9	Lindsay Tulenko          	                         											0	1	0	1	0	5
45		SCAR 	S	10	Kendall Couch            	                         													0	0	0	2
45		SCAR 	D	1	Megan Davies             	Mia Horvit               	9	8											9	8	13	10
45		SCAR 	D	2	Silvia Chinellato        	Emma Shelton             			7	5									7	5	10	8
45		SCAR 	D	3	Ana Cruz                 	Allie Gretkowski         			0	2	11	0							11	2	11	2
45		SCAR 	D	4	Gabriela Martinez        	Kendall Couch            													0	0	1	0
2		SCST 	S	1	Rachida Berjane          	                         	6	2											6	2	6	2
2		SCST 	S	2	Hind Semlali             	                         			6	3									6	3	6	3
2		SCST 	S	3	Andjela Mihajilovic      	                         					2	6							2	6	2	6
2		SCST 	S	4	Lasya Patnaik            	                         							6	3					6	3	6	3
2		SCST 	S	5	Ikram Rassif             	                         									4	3			4	3	4	3
2		SCST 	S	6	Anabel Aguilar           	                         											3	1	3	1	3	1
2		SCST 	S	7	Anais Peralta            	                         											0	2	0	2	0	2
2		SCST 	S	8	Lajla Cemalovic          	                         									0	1			0	1	0	1
2		SCST 	D	1	Hind Semlali             	Lasya Patnaik            	4	0											4	0	4	0
2		SCST 	D	2	Rachida Berjane          	Lajla Cemalovic          			1	1									1	1	1	1
2		SCST 	D	3	Andjela Mihajilovic      	Anabel Aguilar           					6	3							6	3	6	3
2		SCST 	D	4	Ikram Rassif             	Anais Peralta            													0	0	0	0
42		SIEN 	S	1	Meagan Brown             	                         	7	3											7	3	7	3
42		SIEN 	S	2	Kylie Mullaney           	                         			3	5									3	5	3	5
42		SIEN 	S	3	Petra Miszczak           	                         			1	0	3	4							4	4	4	4
42		SIEN 	S	4	Maanya Viswanath         	                         					1	0	4	2					5	2	5	2
42		SIEN 	S	5	Emma Boggiali            	                         					1	0	0	1	5	2			6	3	6	3
42		SIEN 	S	6	Anastasia Koniaev        	                         									1	0	5	2	6	2	6	2
42		SIEN 	S	7	Nanea Perkins            	                         							0	1					0	1	0	1
42		SIEN 	S	8	Shelby Madeiros          	                         							1	0			2	0	3	0	3	0
42		SIEN 	D	1	Meagan Brown             	Kylie Mullaney           	7	3											7	3	7	3
42		SIEN 	D	2	Petra Miszczak           	Emma Boggiali            			3	0									3	0	3	0
42		SIEN 	D	3	Maanya Viswanath         	Anastasia Koniaev        													0	0	0	0
42		SIEN 	D	4	Nanea Perkins            	Shelby Madeiros          													0	0	0	0
7		SJSU 	S	1	Alba Pedrero Galindo     	                         	11	4											11	4	11	4
7		SJSU 	S	2	Rozalina Youseva         	                         			6	6									6	6	6	6
7		SJSU 	S	3	Irena Muradyan           	                         					13	1			1	0			14	1	14	1
7		SJSU 	S	4	Lara Marco Mas           	                         							4	5	1	0	1	0	6	5	6	5
7		SJSU 	S	5	Raquel Villan Pereira    	                         									9	2			9	2	9	2
7		SJSU 	S	6	Jovana Babic             	                         											7	3	7	3	7	3
7		SJSU 	S	7	Tamara Culibrk           	                         					0	1			0	1			0	2	0	2
7		SJSU 	D	1	Alba Pedrero Galindo     	Lara Marco Mas           	0	3	3	3									3	6	3	6
7		SJSU 	D	2	Tamara Culibrk           	Irena Muradyan           			1	1	2	1							3	2	3	3
7		SJSU 	D	3	Rozalina Youseva         	Raquel Villan Pereira    					2	3							2	3	2	3
20		STAN 	S	1	Michaela Gordon          	                         	9	6											9	6	9	6
20		STAN 	S	2	Angelica Blake           	                         			2	1	5	1							7	2	7	2
20		STAN 	S	3	Emily Arbuthnott         	                         	0	1	7	3	1	3							8	7	8	7
20		STAN 	S	4	Ana Geller               	                         			1	0	5	0	1	3					7	3	7	3
20		STAN 	S	5	Sara Choy                	                         			1	0	1	0	8	2	3	2			13	4	13	4
20		STAN 	S	6	Emma Higuchi             	                         			1	0					3	0	10	3	14	3	14	3
20		STAN 	S	7	India Houghton           	                         											3	0	3	0	3	0
20		STAN 	S	8	Niluka Madurawe          	                         					1	0			3	1	1	0	5	1	5	1
20		STAN 	S	9	Janicce Shin             	                         							2	1	4	1			6	2	6	2
20		STAN 	D	1	Gordon                   	Madurawe                 	9	5											9	5	9	5
20		STAN 	D	2	Arbuthnott               	Blake                    			6	2									6	2	6	2
20		STAN 	D	3	Choy                     	Higuchi                  					7	2							7	2	7	2
20		STAN 	D	4	Shin                     	Houghton                 					1	0							1	0	1	0
6		SYR  	S	1	Viktoriya Kanapatskaya   	                         	9	5	2	0									11	5	11	5
6		SYR  	S	2	Guzal Yusupova           	                         	0	2	4	6	0	1							4	9	4	9
6		SYR  	S	3	Natalie Novotna          	                         			2	1	4	6	1	2					7	9	7	9
6		SYR  	S	4	Miranda Ramirez          	                         					1	6	3	6	0	1			4	13	4	13
6		SYR  	S	5	Zeynep Erman             	                         									3	4	1	0	4	4	4	4
6		SYR  	S	6	Polina Kozyreva          	                         							1	0	2	4	7	5	10	9	10	9
6		SYR  	S	7	Sofya Trescheva          	                         							0	1	0	3	1	0	1	4	1	4
6		SYR  	S	8	Ines Fonte               	                         					0	1	0	4	0	2	1	2	1	9	1	9
6		SYR  	D	1	Viktoriya Kanapatskaya   	Natalie Novotna          	4	7	4	1									8	8	8	8
6		SYR  	D	2	Polina Kozyreva          	Sofya Trescheva          	2	5	3	7									5	12	5	12
6		SYR  	D	3	Miranda Ramirez          	Guzal Yusupova           					5	5							5	5	5	5
6		SYR  	D	4	Zeynep Erman             	Ines Fonte               													0	0	0	0
15		TAMCC	S	1	Mariya Shumeika          	                         	7	3	12	0									19	3	19	3
15		TAMCC	S	2	Camille Townsend         	                         	8	2	6	3	0	1							14	6	14	6
15		TAMCC	S	3	Emma Honore              	                         			0	2	16	4							16	6	15	6
15		TAMCC	S	4	Emma Aucagne             	                         					2	0	20	1					22	1	22	1
15		TAMCC	S	5	Leopoldine Boisseau      	                         					2	0	1	0	14	3			17	3	17	3
15		TAMCC	S	6	Victoire Delattre        	                         							3	0			14	2	17	2	17	2
15		TAMCC	S	7	Kateryna Rublevska       	                         									2	0	2	0	4	0	4	0
15		TAMCC	S	8	Jordan Ortega Mendez     	                         									1	0	3	0	4	0	4	0
15		TAMCC	D	1	M. Shumeika              	C. Townsend              	19	5											19	5	19	5
15		TAMCC	D	2	E.Honore                 	E.Aucagne                			16	4									16	4	16	4
15		TAMCC	D	3	L.Boisseau               	V. Delattre              					15	4							15	4	15	4
15		TAMCC	D	4	K. Rublevska             	J. Ortega Mendez         					1	0							1	0	1	0
37		TENN 	S	1	Rebeka Mertena           	                         	2	2	5	0	4	4							11	6	15	14
37		TENN 	S	2	Eleonora Molinaro        	                         	2	7	1	2									3	9	3	9
37		TENN 	S	3	Carly Briggs             	                         	2	2	1	6	3	4							6	12	15	15
37		TENN 	S	4	Daria Kuczer             	                         					1	0	8	1	9	1	1	0	19	2	25	7
37		TENN 	S	5	Tenika McGiffin          	                         	1	0			2	0	6	4	6	0			15	4	20	12
37		TENN 	S	6	Johanna Silva            	                         			0	1	0	1			0	1	9	1	9	4	12	10
37		TENN 	S	7	Esther Adeshina          	                         									1	0	1	1	2	1	8	6
37		TENN 	S	8	Callie Creath            	                         							1	0	2	0	3	2	6	2	9	7
37		TENN 	S	9	Kylie Duckworth          	                         													0	0	0	0
37		TENN 	S	10	Julie Ball               	                         											1	0	1	0	2	1
37		TENN 	D	1	Eleonora Molinaro        	Tenika McGiffin          	1	3	2	0									3	3	3	3
37		TENN 	D	2	Esther Adeshina          	Daria Kuczer             	3	5	8	1									11	6	12	9
37		TENN 	D	3	Carly Briggs             	Rebeka Mertena           					4	3							4	3	4	3
37		TENN 	D	4	Kylie Duckworth          	Johanna Silva            													0	0	0	0
29		TTU  	S	1	Lisa Mays                	                         	9	7	1	0									10	7	12	8
29		TTU  	S	2	Margarita Skriabina      	                         			2	0	12	1	2	0					16	1	18	2
29		TTU  	S	3	Kaitlin Staines          	                         	1	1	5	8									6	9	9	11
29		TTU  	S	4	Nell Miller              	                         			0	1	3	1	11	4					14	6	16	10
29		TTU  	S	5	Olivia Peet              	                         							1	0	9	6			10	6	12	6
29		TTU  	S	6	Metka Komac              	                         							0	1	1	0	9	4	10	5	12	6
